"age","job","marital","default","balance","housing","loan","duration","y"
70,"retired","married","no",3782,"no","no",618,"no"
86,"retired","married","no",1817,"no","no",272,"no"
64,"retired","married","no",2140,"no","no",881,"yes"
32,"management","single","no",1619,"no","no",184,"no"
28,"admin.","married","no",897,"no","no",395,"no"
35,"unemployed","single","no",295,"no","no",473,"yes"
31,"student","single","no",64,"no","no",181,"no"
31,"student","single","no",7826,"no","no",133,"no"
22,"self-employed","single","no",780,"no","no",272,"yes"
54,"services","divorced","no",0,"no","no",362,"yes"
59,"retired","married","no",2126,"no","no",359,"no"
35,"admin.","married","no",304,"no","no",237,"yes"
58,"blue-collar","married","no",1965,"no","no",125,"no"
27,"technician","single","no",1976,"no","no",394,"no"
46,"management","divorced","no",624,"no","no",420,"yes"
25,"blue-collar","single","no",303,"no","no",265,"yes"
46,"management","married","no",273,"yes","no",910,"yes"
59,"management","married","no",3342,"no","no",467,"yes"
86,"retired","married","no",1503,"no","no",165,"no"
35,"technician","single","no",1227,"no","no",593,"yes"
52,"technician","single","no",436,"no","yes",95,"yes"
22,"technician","single","no",283,"yes","no",254,"yes"
31,"management","single","no",3384,"no","no",247,"yes"
43,"management","divorced","no",2367,"no","no",173,"yes"
35,"management","single","no",5958,"yes","no",215,"yes"
60,"admin.","married","no",3735,"no","no",248,"yes"
37,"technician","married","no",1458,"no","no",344,"no"
54,"management","married","no",2693,"no","no",222,"yes"
27,"management","single","no",6791,"no","no",174,"no"
72,"retired","married","no",4657,"no","no",255,"yes"
42,"unemployed","married","no",0,"yes","yes",158,"no"
29,"self-employed","single","no",3290,"no","no",136,"yes"
29,"self-employed","single","no",655,"no","no",273,"yes"
30,"student","single","no",1681,"no","no",128,"yes"
28,"management","single","no",866,"no","no",191,"yes"
43,"services","married","no",774,"no","no",101,"yes"
37,"services","married","no",2678,"no","no",156,"yes"
46,"management","single","no",5993,"no","no",151,"no"
62,"management","married","no",3371,"no","no",187,"yes"
20,"student","single","no",179,"no","no",196,"no"
77,"management","married","no",5619,"no","no",189,"no"
26,"management","single","no",1370,"no","no",231,"no"
57,"management","married","no",10583,"no","no",272,"yes"
58,"services","married","no",307,"no","no",282,"no"
26,"student","married","no",8750,"no","no",98,"no"
57,"housemaid","married","no",780,"no","no",94,"no"
33,"management","single","no",4176,"no","no",288,"yes"
47,"management","single","no",334,"yes","no",360,"yes"
60,"retired","married","no",2060,"no","no",454,"no"
39,"technician","single","no",393,"no","no",281,"yes"
30,"management","married","no",2994,"yes","no",156,"no"
82,"retired","divorced","no",1419,"no","no",139,"no"
59,"retired","married","no",4007,"no","no",157,"no"
72,"retired","married","no",0,"no","no",201,"no"
35,"admin.","married","no",957,"yes","no",263,"no"
70,"management","married","no",1295,"no","no",698,"no"
30,"self-employed","single","no",916,"no","no",92,"yes"
36,"admin.","married","no",1145,"yes","no",198,"no"
45,"technician","married","no",2981,"yes","yes",88,"no"
31,"management","single","no",4319,"yes","no",515,"no"
51,"admin.","married","no",1204,"no","no",317,"no"
31,"management","single","no",522,"no","no",113,"no"
28,"admin.","single","no",832,"no","no",433,"yes"
42,"technician","married","no",2152,"no","no",361,"no"
40,"admin.","married","no",3126,"yes","no",186,"no"
57,"management","divorced","no",3287,"no","no",277,"yes"
23,"services","single","no",488,"no","no",236,"yes"
56,"housemaid","single","no",1947,"no","no",110,"yes"
31,"management","single","no",9629,"no","no",371,"no"
33,"admin.","single","no",7608,"no","no",238,"yes"
44,"admin.","divorced","no",558,"yes","no",262,"yes"
80,"retired","divorced","no",235,"no","no",577,"yes"
47,"management","married","no",288,"no","no",193,"yes"
27,"student","single","no",6036,"no","no",175,"yes"
27,"self-employed","single","no",1393,"no","no",382,"no"
34,"blue-collar","married","no",1666,"yes","no",30,"no"
26,"management","single","no",3,"yes","yes",149,"yes"
61,"management","married","no",0,"yes","yes",158,"no"
50,"technician","divorced","no",0,"no","no",280,"yes"
84,"retired","married","no",81204,"no","no",390,"yes"
86,"retired","married","no",5236,"no","no",558,"yes"
33,"technician","single","no",234,"no","no",176,"no"
46,"management","married","no",2466,"no","no",216,"yes"
26,"management","single","no",7628,"no","no",263,"no"
45,"technician","married","no",1348,"no","yes",358,"yes"
60,"blue-collar","married","no",7929,"no","no",111,"yes"
47,"admin.","married","no",70,"yes","no",144,"yes"
53,"blue-collar","married","no",3079,"no","no",759,"no"
53,"admin.","married","no",459,"no","no",558,"yes"
54,"technician","single","no",118,"no","no",280,"yes"
54,"technician","married","no",2102,"yes","no",547,"yes"
34,"blue-collar","married","no",800,"no","no",144,"yes"
70,"retired","married","no",15834,"no","no",172,"no"
44,"management","married","no",2897,"no","no",296,"no"
19,"student","single","no",394,"no","no",327,"yes"
24,"student","single","no",4126,"no","no",907,"yes"
49,"management","married","no",3842,"no","no",163,"no"
39,"management","divorced","no",224,"no","no",208,"yes"
53,"technician","married","no",9001,"no","no",170,"yes"
50,"management","married","no",5108,"yes","no",874,"no"
34,"admin.","divorced","no",961,"no","no",137,"no"
29,"management","single","no",560,"no","no",459,"yes"
30,"management","married","no",102,"yes","no",470,"yes"
50,"blue-collar","married","no",82,"no","no",456,"yes"
30,"technician","single","no",2325,"no","no",270,"no"
50,"unemployed","married","no",377,"no","no",283,"no"
32,"management","single","no",1088,"yes","no",317,"yes"
27,"student","single","no",13107,"yes","no",661,"yes"
33,"self-employed","single","no",562,"yes","yes",196,"yes"
80,"retired","married","no",8304,"no","no",681,"no"
33,"management","single","no",718,"yes","no",122,"yes"
57,"retired","married","no",230,"no","no",177,"yes"
58,"admin.","married","no",1119,"no","no",122,"no"
27,"technician","single","no",-67,"yes","no",604,"yes"
37,"admin.","married","no",0,"yes","no",208,"no"
55,"management","married","no",3848,"yes","no",222,"yes"
46,"entrepreneur","married","no",9,"no","no",126,"no"
78,"retired","divorced","no",1389,"no","no",335,"yes"
43,"technician","divorced","no",4389,"no","no",618,"yes"
34,"management","married","no",3696,"no","no",758,"yes"
36,"management","single","no",579,"no","no",481,"yes"
36,"technician","single","no",12264,"no","no",158,"yes"
69,"retired","married","no",2398,"no","no",161,"no"
31,"management","single","no",3289,"no","no",235,"no"
50,"technician","married","no",0,"no","yes",337,"no"
29,"technician","single","no",218,"yes","no",169,"no"
73,"retired","divorced","no",7111,"yes","no",284,"no"
33,"self-employed","single","no",658,"yes","no",93,"no"
26,"management","single","no",1646,"no","no",524,"yes"
29,"management","single","no",502,"no","no",366,"no"
27,"admin.","single","no",1327,"no","no",339,"no"
51,"entrepreneur","divorced","no",2109,"no","no",119,"no"
71,"retired","divorced","no",3104,"no","no",271,"no"
29,"student","married","no",10596,"yes","no",143,"no"
25,"student","single","no",293,"no","no",231,"no"
62,"retired","married","no",2917,"no","no",147,"no"
33,"technician","married","no",5083,"no","no",175,"no"
35,"technician","married","no",2201,"no","no",350,"yes"
29,"admin.","single","no",1992,"no","no",119,"no"
35,"blue-collar","single","no",484,"no","no",143,"no"
31,"admin.","married","no",1229,"no","no",176,"yes"
56,"technician","married","no",147,"no","no",203,"no"
25,"unemployed","single","no",129,"no","no",176,"yes"
80,"housemaid","married","no",499,"no","no",224,"no"
62,"self-employed","divorced","no",6,"yes","no",103,"yes"
49,"admin.","married","no",197,"yes","no",223,"yes"
30,"management","single","no",3779,"no","no",1093,"yes"
62,"management","married","no",0,"no","no",113,"no"
25,"blue-collar","single","no",1857,"yes","no",295,"yes"
32,"management","single","no",2016,"no","no",232,"yes"
36,"management","single","no",436,"no","no",567,"yes"
40,"technician","married","no",11766,"yes","no",218,"yes"
38,"management","married","no",413,"no","no",240,"yes"
35,"technician","single","no",670,"no","no",278,"yes"
45,"blue-collar","single","no",116,"no","no",122,"yes"
25,"blue-collar","single","no",4599,"no","no",120,"no"
36,"management","single","no",62,"no","no",398,"yes"
23,"student","single","no",107,"no","no",256,"yes"
38,"technician","married","no",497,"no","no",173,"yes"
44,"services","married","no",2557,"yes","no",250,"yes"
70,"retired","married","no",1310,"no","no",318,"no"
35,"management","single","no",2646,"no","no",133,"yes"
35,"self-employed","married","no",1178,"yes","yes",220,"no"
75,"retired","married","no",3771,"no","no",185,"yes"
26,"technician","single","no",1066,"no","no",200,"yes"
51,"management","married","no",469,"no","no",200,"yes"
59,"technician","married","no",1,"no","no",159,"yes"
30,"management","single","no",232,"no","no",141,"yes"
36,"blue-collar","married","no",1177,"no","no",330,"yes"
39,"technician","married","no",603,"no","yes",214,"yes"
24,"management","single","no",736,"yes","no",442,"yes"
62,"retired","married","no",1515,"yes","no",98,"no"
33,"student","single","no",2321,"no","no",699,"no"
22,"services","single","no",129,"no","no",218,"yes"
36,"management","married","no",-115,"yes","no",297,"yes"
35,"management","divorced","no",649,"no","no",177,"no"
22,"management","single","no",104,"no","yes",330,"yes"
31,"blue-collar","single","no",4,"no","no",148,"no"
21,"student","single","no",546,"no","no",94,"no"
34,"management","married","no",589,"no","no",125,"yes"
35,"admin.","married","no",690,"no","no",131,"no"
34,"technician","single","no",1313,"no","no",237,"no"
21,"student","single","no",330,"no","no",232,"no"
57,"retired","married","no",3738,"yes","no",220,"no"
22,"student","single","no",3472,"no","no",529,"yes"
27,"services","single","no",453,"no","no",142,"yes"
73,"retired","married","no",2850,"no","no",184,"no"
57,"management","married","no",2845,"yes","no",1143,"yes"
60,"entrepreneur","married","no",2408,"no","no",102,"no"
30,"student","single","no",7529,"no","no",175,"yes"
55,"unemployed","divorced","no",309,"no","no",167,"yes"
36,"management","single","no",3669,"no","no",166,"no"
38,"blue-collar","divorced","no",0,"yes","no",162,"yes"
39,"blue-collar","single","no",1672,"yes","no",462,"yes"
74,"retired","married","no",4912,"no","no",268,"no"
38,"technician","single","no",1711,"no","no",379,"yes"
31,"admin.","divorced","no",2980,"no","no",930,"no"
43,"self-employed","married","no",3157,"no","no",381,"no"
24,"admin.","single","no",1295,"no","no",476,"yes"
30,"student","single","no",2046,"no","no",595,"yes"
42,"housemaid","divorced","no",273,"no","no",354,"no"
29,"blue-collar","single","no",455,"no","no",403,"yes"
25,"student","single","no",722,"no","no",623,"yes"
31,"housemaid","single","no",26965,"no","no",654,"yes"
52,"technician","married","no",371,"yes","yes",224,"yes"
58,"entrepreneur","married","no",496,"no","no",132,"yes"
51,"management","married","no",335,"no","no",234,"no"
26,"management","single","no",194,"no","no",407,"yes"
64,"retired","divorced","no",4833,"no","no",247,"no"
62,"technician","married","no",635,"no","no",292,"no"
62,"management","married","no",997,"no","no",554,"yes"
76,"retired","divorced","no",2693,"no","no",109,"no"
40,"technician","married","no",206,"no","no",499,"yes"
76,"retired","married","no",820,"no","no",263,"yes"
31,"admin.","single","no",410,"no","no",342,"yes"
61,"retired","married","no",483,"no","no",164,"no"
42,"self-employed","married","no",1216,"yes","no",296,"yes"
43,"technician","single","no",11115,"no","no",291,"yes"
73,"retired","married","no",796,"no","no",888,"yes"
41,"management","divorced","no",5037,"no","no",252,"yes"
31,"admin.","single","no",81,"yes","no",215,"no"
77,"management","married","no",1780,"yes","no",361,"yes"
46,"admin.","divorced","no",429,"yes","no",465,"yes"
80,"retired","divorced","no",5861,"no","no",92,"no"
35,"technician","married","no",2779,"no","no",182,"yes"
36,"management","married","no",2183,"yes","no",116,"no"
31,"management","married","no",3160,"yes","no",688,"yes"
41,"technician","single","no",431,"no","no",128,"no"
26,"management","single","no",222,"no","no",192,"yes"
46,"blue-collar","married","no",1723,"no","no",102,"no"
45,"blue-collar","single","no",0,"yes","no",1472,"yes"
60,"housemaid","married","no",182,"no","no",166,"no"
41,"admin.","divorced","no",3823,"no","no",234,"no"
29,"management","single","no",1445,"no","no",328,"yes"
70,"retired","married","no",2815,"no","no",125,"no"
30,"technician","single","no",655,"no","no",212,"yes"
34,"management","married","no",115,"yes","no",117,"no"
35,"technician","married","no",0,"yes","yes",135,"no"
26,"unemployed","single","no",77,"no","no",175,"yes"
32,"admin.","single","no",154,"yes","no",135,"no"
34,"admin.","single","no",607,"no","no",449,"no"
77,"retired","married","no",992,"no","no",147,"no"
63,"blue-collar","married","no",115,"no","no",325,"yes"
31,"management","single","no",725,"yes","no",345,"no"
68,"retired","married","no",7945,"no","no",252,"no"
61,"housemaid","married","no",848,"no","no",605,"no"
37,"unemployed","single","no",2722,"no","no",426,"yes"
26,"management","single","no",1438,"no","no",321,"yes"
37,"admin.","married","no",103,"yes","yes",81,"no"
54,"admin.","married","no",140,"no","no",473,"yes"
30,"admin.","single","no",915,"yes","no",370,"yes"
61,"retired","married","no",1058,"no","no",159,"yes"
37,"admin.","married","no",55,"yes","yes",99,"no"
70,"retired","married","no",616,"no","no",149,"no"
69,"retired","married","no",0,"no","no",184,"yes"
76,"self-employed","married","no",4984,"no","no",403,"yes"
30,"management","single","no",697,"no","no",545,"yes"
66,"retired","married","no",1004,"no","no",154,"no"
64,"retired","married","no",4787,"no","no",392,"yes"
55,"housemaid","married","no",962,"yes","no",623,"yes"
55,"technician","married","no",1320,"no","no",387,"yes"
32,"admin.","married","no",284,"yes","no",717,"yes"
56,"management","single","no",15311,"no","no",157,"no"
39,"management","single","no",5047,"no","no",218,"yes"
29,"management","single","no",2955,"no","no",226,"yes"
41,"unemployed","married","no",0,"no","no",882,"yes"
79,"retired","divorced","no",20,"no","no",165,"no"
59,"management","married","no",1,"yes","no",210,"yes"
56,"technician","married","no",0,"yes","yes",152,"no"
63,"retired","married","no",12067,"no","no",660,"yes"
49,"technician","single","no",1245,"no","no",115,"no"
45,"admin.","married","no",3006,"no","no",388,"yes"
48,"admin.","married","no",2533,"no","no",714,"no"
32,"technician","single","no",388,"no","no",250,"yes"
33,"management","single","no",952,"yes","no",1241,"yes"
28,"technician","single","no",631,"no","no",835,"no"
41,"self-employed","married","no",0,"yes","no",395,"yes"
25,"student","single","no",108,"no","no",305,"yes"
47,"admin.","married","no",707,"yes","no",152,"no"
37,"management","married","no",565,"no","no",449,"yes"
19,"student","single","no",329,"no","no",169,"yes"
32,"management","married","no",6138,"no","no",211,"no"
61,"retired","divorced","no",4243,"no","no",315,"yes"
40,"unemployed","single","no",72,"no","no",463,"yes"
30,"management","married","no",4328,"no","no",262,"yes"
37,"services","married","no",4017,"no","no",665,"yes"
45,"unemployed","married","no",7203,"no","no",572,"no"
35,"admin.","single","no",364,"no","yes",148,"no"
54,"technician","married","no",395,"no","no",183,"yes"
49,"admin.","married","no",0,"no","no",551,"yes"
60,"technician","married","no",2389,"yes","yes",287,"no"
45,"admin.","married","no",205,"no","no",552,"yes"
38,"management","married","no",238,"no","no",131,"no"
48,"blue-collar","married","no",1730,"yes","no",361,"yes"
48,"management","married","no",0,"yes","no",85,"no"
60,"blue-collar","married","no",5,"no","no",494,"yes"
34,"unemployed","single","no",1965,"no","no",714,"yes"
45,"housemaid","married","no",360,"no","no",113,"no"
50,"technician","married","no",402,"no","no",165,"no"
29,"housemaid","single","no",19,"no","no",268,"yes"
77,"retired","married","no",7802,"no","no",421,"yes"
33,"services","married","no",1697,"no","no",489,"yes"
36,"unemployed","married","no",7222,"yes","no",104,"no"
51,"management","single","no",4305,"yes","no",126,"no"
35,"unemployed","single","no",415,"no","no",164,"yes"
64,"management","married","no",2352,"no","no",153,"yes"
80,"retired","married","no",155,"no","no",209,"yes"
34,"self-employed","married","no",263,"no","no",203,"no"
70,"retired","married","no",4982,"no","no",794,"no"
29,"admin.","single","no",3528,"no","no",104,"no"
26,"technician","single","no",401,"no","no",188,"yes"
32,"admin.","married","no",390,"yes","yes",100,"no"
33,"admin.","married","no",79,"yes","no",389,"yes"
37,"management","married","no",565,"no","no",329,"no"
30,"management","married","no",451,"no","no",173,"no"
41,"technician","single","no",1646,"yes","no",258,"yes"
28,"management","single","no",437,"no","no",338,"yes"
74,"retired","married","no",935,"no","no",226,"yes"
33,"blue-collar","single","no",228,"no","no",110,"no"
29,"student","single","no",2929,"no","no",232,"yes"
26,"student","single","no",440,"no","no",54,"no"
72,"retired","married","no",2304,"no","no",510,"yes"
27,"management","single","no",145,"yes","no",121,"no"
18,"student","single","no",348,"no","no",443,"yes"
54,"housemaid","married","no",1182,"yes","no",118,"no"
53,"retired","married","no",4968,"no","no",109,"no"
46,"blue-collar","married","no",640,"yes","no",246,"yes"
37,"technician","married","no",88,"no","no",195,"yes"
67,"retired","divorced","no",704,"no","no",613,"yes"
47,"admin.","married","no",97,"yes","no",220,"no"
56,"management","divorced","no",2037,"no","no",160,"no"
60,"housemaid","married","no",182,"no","no",141,"no"
34,"blue-collar","married","no",1221,"yes","no",182,"no"
36,"admin.","single","no",994,"no","no",211,"yes"
37,"blue-collar","single","no",7622,"yes","yes",111,"no"
37,"management","married","no",2283,"no","no",243,"yes"
37,"technician","married","no",4596,"yes","no",218,"no"
32,"technician","married","no",473,"no","yes",292,"yes"
51,"technician","married","no",0,"no","no",662,"yes"
83,"retired","married","no",0,"no","no",201,"no"
35,"management","married","no",62,"no","no",226,"yes"
47,"blue-collar","married","no",3745,"no","no",113,"no"
42,"admin.","married","no",756,"no","no",116,"no"
53,"management","married","no",3634,"no","no",211,"yes"
47,"management","married","no",834,"no","no",165,"no"
58,"blue-collar","married","no",226,"yes","yes",135,"no"
32,"technician","married","no",2976,"yes","no",269,"no"
80,"retired","married","no",594,"no","no",128,"no"
46,"management","married","no",273,"yes","no",583,"yes"
62,"management","married","no",1456,"no","no",522,"no"
21,"student","single","no",130,"no","no",113,"no"
78,"retired","married","no",832,"no","no",97,"no"
20,"student","single","no",291,"no","no",172,"no"
43,"self-employed","married","no",10072,"no","no",98,"no"
66,"retired","married","no",3409,"no","no",801,"no"
44,"services","single","no",618,"no","no",193,"yes"
78,"retired","divorced","no",3417,"no","no",309,"yes"
42,"management","married","no",27696,"no","no",176,"yes"
34,"services","married","no",1076,"no","no",152,"yes"
34,"technician","married","no",133,"no","no",171,"yes"
66,"management","married","no",587,"no","no",457,"yes"
40,"management","single","no",1509,"no","no",333,"no"
54,"management","married","no",1624,"no","no",166,"yes"
31,"blue-collar","married","no",136,"no","no",228,"yes"
33,"services","married","no",386,"no","no",317,"yes"
19,"student","single","no",608,"no","no",236,"yes"
31,"technician","single","no",1282,"no","no",144,"no"
24,"technician","single","no",598,"no","no",762,"yes"
23,"student","single","no",2530,"no","no",411,"yes"
29,"self-employed","single","no",3290,"no","no",430,"yes"
28,"admin.","single","no",4745,"no","no",360,"yes"
31,"management","single","no",533,"no","no",372,"yes"
50,"technician","married","no",2611,"no","no",177,"no"
22,"student","single","no",123,"no","no",267,"no"
55,"technician","divorced","no",184,"no","no",18,"no"
34,"technician","single","no",2838,"yes","no",620,"yes"
54,"blue-collar","divorced","no",4401,"no","no",414,"yes"
59,"management","married","no",138,"yes","yes",106,"no"
32,"unemployed","single","no",1026,"yes","no",289,"yes"
27,"self-employed","single","no",168,"no","no",271,"no"
77,"retired","married","no",3324,"no","no",289,"yes"
40,"admin.","married","no",260,"yes","no",306,"yes"
63,"retired","divorced","no",0,"no","no",263,"yes"
37,"management","married","no",2987,"yes","no",216,"yes"
48,"blue-collar","married","no",1230,"yes","no",328,"yes"
27,"blue-collar","single","no",535,"no","no",159,"yes"
28,"technician","single","no",2335,"no","no",624,"yes"
35,"management","married","no",8000,"no","no",331,"yes"
29,"management","single","no",-27,"no","no",270,"yes"
68,"retired","married","no",1146,"no","no",356,"yes"
53,"blue-collar","single","no",1004,"no","no",393,"yes"
37,"technician","single","no",197,"no","no",234,"yes"
65,"retired","married","no",679,"no","no",593,"no"
32,"student","single","no",376,"no","no",457,"no"
58,"admin.","married","no",169,"no","no",336,"yes"
37,"management","married","no",393,"yes","no",567,"yes"
37,"admin.","married","no",29,"no","no",404,"yes"
63,"retired","married","no",1486,"no","no",698,"no"
34,"admin.","married","no",920,"no","no",526,"yes"
26,"services","married","no",104,"no","no",7,"no"
50,"admin.","married","no",3608,"yes","no",196,"yes"
70,"retired","married","no",1164,"no","no",338,"no"
50,"technician","divorced","no",0,"yes","no",109,"no"
56,"management","married","no",870,"no","no",220,"yes"
57,"retired","married","no",9367,"no","no",700,"yes"
29,"unemployed","single","no",1374,"no","no",1205,"yes"
75,"retired","married","no",6027,"no","no",809,"yes"
50,"technician","married","no",1830,"no","no",318,"no"
35,"technician","married","no",18,"yes","yes",62,"no"
24,"management","single","no",1,"no","no",396,"yes"
46,"management","married","no",349,"no","no",466,"yes"
48,"technician","divorced","no",-63,"no","yes",7,"no"
29,"technician","single","no",865,"no","no",248,"no"
54,"management","divorced","no",2152,"no","no",226,"no"
56,"blue-collar","married","no",448,"yes","yes",556,"yes"
72,"retired","married","no",5715,"no","no",1114,"yes"
74,"retired","divorced","no",3810,"yes","no",492,"no"
27,"student","single","no",39,"no","no",379,"yes"
52,"management","married","no",583,"no","no",376,"yes"
50,"admin.","married","no",2695,"no","no",312,"no"
79,"retired","married","no",1058,"no","no",564,"no"
38,"management","married","no",1276,"no","no",272,"yes"
73,"retired","married","no",2850,"no","no",157,"no"
33,"management","single","no",2364,"no","no",508,"yes"
49,"admin.","married","no",209,"no","no",26,"no"
53,"admin.","married","no",53,"yes","no",387,"yes"
64,"retired","married","no",1612,"no","no",336,"yes"
38,"blue-collar","married","no",4321,"no","no",252,"no"
84,"retired","divorced","no",639,"no","no",353,"yes"
70,"retired","divorced","no",4531,"no","no",445,"no"
62,"retired","married","no",3114,"no","no",243,"yes"
41,"admin.","married","no",1,"yes","no",327,"yes"
29,"admin.","single","no",1070,"yes","no",30,"yes"
53,"technician","married","no",195,"yes","no",472,"yes"
30,"technician","single","no",3144,"no","no",212,"yes"
58,"retired","married","no",1230,"no","no",420,"yes"
61,"admin.","married","no",1088,"yes","no",254,"no"
46,"management","single","no",5993,"no","no",165,"no"
35,"technician","single","no",1880,"no","no",154,"yes"
37,"management","married","no",3236,"no","no",291,"yes"
67,"management","married","no",3240,"no","no",129,"no"
30,"technician","single","no",780,"yes","no",339,"no"
60,"management","married","no",0,"no","no",321,"no"
78,"retired","married","no",3208,"no","no",351,"yes"
47,"blue-collar","married","no",1568,"yes","no",226,"yes"
61,"technician","married","no",1191,"no","no",214,"yes"
53,"management","married","no",1356,"yes","no",429,"no"
47,"admin.","married","no",368,"no","no",403,"yes"
46,"self-employed","married","no",706,"no","no",588,"yes"
30,"management","single","no",499,"yes","no",145,"no"
51,"management","married","no",2635,"no","no",407,"yes"
70,"management","married","no",4,"no","no",122,"no"
31,"blue-collar","single","no",411,"no","no",91,"no"
31,"unemployed","single","no",2616,"no","no",374,"yes"
24,"unemployed","single","no",2573,"no","no",375,"yes"
21,"student","single","no",215,"no","no",382,"yes"
71,"retired","married","no",3230,"no","no",341,"yes"
25,"self-employed","single","no",1179,"no","no",131,"no"
78,"retired","married","no",680,"no","no",838,"no"
49,"self-employed","divorced","no",3293,"no","no",260,"no"
52,"admin.","single","no",726,"yes","no",699,"yes"
27,"technician","single","no",2781,"yes","no",168,"yes"
25,"student","single","no",3713,"no","no",323,"yes"
33,"services","single","no",152,"yes","no",202,"yes"
60,"technician","married","no",0,"no","no",641,"yes"
33,"management","single","no",576,"no","no",220,"no"
28,"student","single","no",1925,"no","no",252,"yes"
30,"admin.","single","no",265,"yes","no",681,"yes"
29,"unemployed","single","no",70,"no","no",393,"yes"
28,"student","married","no",0,"no","no",201,"no"
52,"management","married","no",388,"no","no",272,"yes"
59,"management","married","no",1727,"no","no",500,"yes"
38,"technician","married","no",205,"no","no",332,"yes"
56,"management","married","no",12356,"yes","no",410,"yes"
33,"services","single","no",2881,"no","no",289,"yes"
31,"technician","single","no",846,"no","no",405,"yes"
39,"management","married","no",613,"no","no",211,"no"
40,"technician","married","no",2266,"no","no",175,"yes"
33,"management","single","no",9317,"no","no",267,"no"
28,"technician","married","no",742,"no","no",236,"yes"
66,"management","married","no",2149,"yes","no",135,"yes"
29,"student","single","no",459,"no","no",376,"no"
27,"blue-collar","single","no",567,"no","no",523,"yes"
32,"admin.","single","no",344,"no","no",530,"yes"
67,"retired","married","no",1430,"no","no",283,"yes"
39,"unemployed","divorced","no",265,"yes","no",93,"yes"
46,"housemaid","married","no",38,"no","no",181,"yes"
58,"management","married","no",139,"no","no",188,"no"
29,"technician","divorced","no",124,"no","no",125,"no"
54,"retired","married","no",3538,"no","no",820,"yes"
23,"student","single","no",691,"no","no",1178,"yes"
47,"services","divorced","no",973,"no","no",489,"yes"
26,"management","single","no",531,"no","yes",57,"no"
26,"entrepreneur","single","no",681,"no","yes",137,"no"
28,"services","single","no",128,"no","no",460,"yes"
37,"management","married","no",1967,"yes","no",774,"no"
32,"management","married","no",500,"yes","no",24,"no"
60,"admin.","divorced","no",162,"no","no",74,"no"
55,"services","divorced","no",379,"no","no",275,"no"
27,"admin.","single","no",1408,"no","no",242,"no"
45,"technician","married","no",1831,"no","no",275,"yes"
63,"blue-collar","married","no",641,"no","no",417,"yes"
60,"unemployed","married","no",1047,"no","no",173,"yes"
29,"blue-collar","single","no",455,"no","no",214,"yes"
32,"admin.","single","no",554,"yes","no",101,"no"
29,"management","married","no",8103,"no","no",473,"yes"
59,"retired","married","no",4007,"no","no",581,"no"
54,"technician","married","no",65,"no","no",309,"no"
23,"student","single","no",922,"no","no",538,"yes"
33,"services","single","no",523,"yes","no",86,"yes"
48,"housemaid","married","no",0,"no","no",270,"yes"
39,"technician","married","no",108,"no","no",589,"no"
26,"student","single","no",4613,"no","no",663,"yes"
34,"management","married","no",813,"yes","no",114,"no"
28,"student","single","no",118,"no","no",85,"no"
83,"retired","divorced","no",0,"no","no",664,"no"
33,"management","married","no",1388,"yes","no",158,"no"
26,"technician","single","no",515,"no","no",775,"yes"
55,"unemployed","married","no",1212,"no","no",178,"no"
26,"unemployed","single","no",1064,"no","no",113,"no"
41,"entrepreneur","married","no",70,"no","no",14,"no"
55,"admin.","married","no",8304,"no","no",201,"yes"
57,"management","divorced","no",2986,"no","no",1563,"no"
30,"admin.","married","no",0,"no","no",318,"yes"
36,"technician","married","no",1368,"no","no",516,"yes"
33,"admin.","single","no",272,"yes","no",326,"yes"
28,"blue-collar","single","no",-46,"yes","no",154,"yes"
65,"retired","divorced","no",1840,"no","no",383,"no"
33,"unemployed","single","no",427,"no","no",12,"no"
28,"services","single","no",168,"no","no",347,"yes"
70,"retired","married","no",2346,"no","no",421,"no"
51,"management","married","no",176,"yes","yes",8,"no"
21,"student","single","no",200,"no","no",8,"no"
44,"unemployed","married","no",317,"yes","yes",4,"no"
31,"management","single","no",515,"no","no",296,"yes"
28,"management","single","no",223,"yes","no",303,"yes"
28,"blue-collar","single","no",75,"no","no",7,"no"
32,"management","married","no",1402,"no","no",52,"no"
45,"management","divorced","no",0,"no","no",5,"no"
36,"self-employed","single","no",134,"no","yes",36,"no"
34,"technician","single","no",1087,"no","no",7,"no"
29,"blue-collar","married","no",3310,"no","no",344,"no"
49,"admin.","single","no",228,"yes","no",407,"yes"
27,"blue-collar","single","no",644,"no","no",657,"yes"
28,"admin.","married","no",330,"no","no",226,"yes"
37,"admin.","divorced","no",4708,"no","no",238,"yes"
54,"management","divorced","no",496,"no","no",161,"no"
65,"admin.","married","no",952,"no","no",310,"yes"
31,"technician","single","no",90,"no","yes",35,"no"
27,"blue-collar","single","no",268,"no","no",32,"no"
62,"management","married","no",5008,"no","no",139,"no"
30,"technician","single","no",1165,"no","no",204,"yes"
39,"housemaid","divorced","no",70,"no","no",346,"no"
26,"technician","single","no",1066,"no","no",112,"no"
62,"management","married","no",0,"yes","yes",106,"no"
30,"management","married","no",1288,"no","no",6,"no"
33,"technician","single","no",172,"no","no",13,"no"
51,"management","married","no",0,"no","no",302,"yes"
56,"admin.","married","no",699,"no","no",54,"no"
22,"services","single","no",361,"no","no",140,"no"
68,"retired","married","no",3701,"no","no",149,"no"
38,"admin.","married","no",0,"yes","no",187,"yes"
36,"technician","divorced","no",2823,"yes","no",215,"yes"
